이름,구단,연도,포지션,WAAwithADJ,이닝,RAAwithADJ,수비율,RNG,E+,CS,BLK,ARM
박한이,삼성,2018,RF,-0.14,284.0,-1.56,1.0,0.48,0.19,0.0,0.0,-0.59
이원석,삼성,2022,3B,-0.148,447.0,-1.43,0.975,-0.43,-0.05,0.0,0.0,0.0
김헌곤,삼성,2021,LF,-0.155,814.1,-1.56,0.995,-1.19,0.2,0.0,0.0,2.81
박계범,삼성,2019,SS,-0.161,415.1,-1.57,0.953,-2.38,-0.6,0.0,0.0,0.0
피렐라,삼성,2022,LF,-0.161,1031.1,-1.6,0.979,1.84,-0.33,0.0,0.0,2.16
김동엽,삼성,2020,LF,-0.163,231.0,-1.74,0.971,0.14,-0.27,0.0,0.0,-0.34
이학주,삼성,2021,SS,-0.167,401.2,-1.67,0.951,-3.07,-0.66,0.0,0.0,0.0
강한울,삼성,2020,SS,-0.175,243.1,-1.87,0.978,-3.26,0.32,0.0,0.0,0.0
오선진,삼성,2021,SS,-0.188,114.0,-1.88,0.957,-2.5,0.03,0.0,0.0,0.0
오선진,삼성,2022,3B,-0.196,639.1,-1.88,0.96,-3.56,0.03,0.0,0.0,0.0
공민규,삼성,2019,1B,-0.198,119.0,-1.93,0.979,-0.75,-0.19,0.0,0.0,0.0
김상수,삼성,2020,2B,-0.207,817.1,-2.22,0.985,-4.21,0.49,0.0,0.0,0.0
송준석,삼성,2022,RF,-0.207,61.0,-1.98,1.0,-1.57,0.05,0.0,0.0,-0.15
이성규,삼성,2020,1B,-0.217,539.1,-2.27,0.982,2.04,-0.6,0.0,0.0,-0.0
배영섭,삼성,2018,LF,-0.233,187.0,-2.59,0.973,-0.03,-0.05,0.0,0.0,-1.46
김호재,삼성,2021,1B,-0.235,213.0,-2.36,0.985,-1.86,0.15,0.0,0.0,0.0
김동엽,삼성,2019,LF,-0.244,130.1,-2.34,0.968,-0.69,-0.13,0.0,0.0,-0.87
이성곤,삼성,2020,1B,-0.246,165.2,-2.61,0.985,-2.04,-0.18,0.0,0.0,0.96
이원석,삼성,2021,3B,-0.25,870.0,-2.51,0.983,-4.24,1.55,0.0,0.0,0.0
송준석,삼성,2019,LF,-0.25,116.0,-2.42,0.973,-1.22,-0.13,0.0,0.0,-0.58
이해승,삼성,2022,SS,-0.255,261.1,-2.44,0.931,-2.87,-0.78,0.0,0.0,0.0
박찬도,삼성,2019,RF,-0.255,92.2,-2.48,1.0,-1.35,0.07,0.0,0.0,-0.8
박찬도,삼성,2018,RF,-0.258,196.2,-2.88,1.0,-2.99,0.12,0.0,0.0,0.81
구자욱,삼성,2019,RF,-0.282,870.1,-2.73,0.991,-0.31,0.29,0.0,0.0,1.62
김성윤,삼성,2021,RF,-0.287,51.2,-2.89,0.846,-2.02,-0.37,0.0,0.0,-0.36
박계범,삼성,2020,SS,-0.292,401.1,-3.06,0.957,-4.34,-0.19,0.0,0.0,0.0
강한울,삼성,2021,3B,-0.293,550.2,-2.94,0.951,-4.23,-0.04,0.0,0.0,0.0
손주인,삼성,2019,1B,-0.31,88.2,-2.99,0.939,-2.18,-0.61,0.0,0.0,0.0
박찬도,삼성,2020,LF,-0.313,263.0,-3.3,1.0,-1.82,0.15,0.0,0.0,-0.33
구자욱,삼성,2018,RF,-0.406,789.2,-4.61,0.978,-4.06,-0.32,0.0,0.0,4.37
살라디노,삼성,2020,LF,-0.445,318.0,-4.82,0.965,-2.91,-0.41,0.0,0.0,-0.51
피렐라,삼성,2021,LF,-0.453,295.1,-4.62,1.0,-4.01,0.14,0.0,0.0,0.81
러프,삼성,2019,1B,-0.494,780.1,-4.86,0.993,1.33,0.39,0.0,0.0,0.0
팔카,삼성,2020,1B,-0.544,196.0,-5.72,0.978,-3.98,-0.2,0.0,0.0,-0.17
오재일,삼성,2021,1B,-0.574,936.0,-5.83,0.998,0.96,1.36,0.0,0.0,0.0
최영진,삼성,2019,3B,-0.576,611.2,-5.56,0.979,-3.76,-0.14,0.0,0.0,0.0
러프,삼성,2018,1B,-0.614,953.1,-7.0,0.994,2.0,0.32,0.0,0.0,0.0
김상수,삼성,2022,SS,-0.635,518.1,-6.14,0.969,-8.1,0.01,0.0,0.0,0.0
김헌곤,삼성,2022,CF,-0.677,545.2,-6.43,1.0,-7.46,0.39,0.0,0.0,1.79
윌리엄슨,삼성,2019,RF,-0.754,296.1,-7.39,0.977,-4.9,-0.2,0.0,0.0,-0.91
이원석,삼성,2020,3B,-0.859,823.0,-9.14,0.977,-6.35,-0.05,0.0,0.0,0.0
구자욱,삼성,2022,RF,-0.864,838.2,-8.41,0.977,-4.7,-0.12,0.0,0.0,0.61
김헌곤,삼성,2018,LF,-0.879,1177.1,-9.85,1.0,-8.46,0.93,0.0,0.0,4.17
오재일,삼성,2022,1B,-0.963,949.0,-9.4,0.995,-2.28,0.82,0.0,0.0,0.0
노진혁,NC,2019,SS,1.282,800.0,12.38,0.986,8.0,1.43,0.0,0.0,0.0
김성욱,NC,2018,CF,1.241,788.0,13.72,1.0,7.45,0.42,0.0,0.0,4.36
박민우,NC,2019,2B,1.166,928.1,11.41,0.983,9.53,0.32,0.0,0.0,0.0
김주원,NC,2022,SS,1.053,731.1,10.14,0.973,6.25,0.58,0.0,0.0,0.0
양의지,NC,2020,C,1.001,792.0,10.81,0.997,-0.14,0.73,2.48,0.42,0.0
양의지,NC,2022,C,0.992,736.2,9.7,0.997,2.14,0.68,1.21,-0.51,0.0
김태진,NC,2019,LF,0.811,720.0,7.78,0.988,6.05,0.24,0.0,0.0,2.4
양의지,NC,2019,C,0.765,723.1,7.63,0.997,-0.04,0.55,0.67,0.26,0.0
김태군,NC,2021,C,0.702,666.0,7.0,0.99,0.52,-0.21,0.72,0.28,0.0
박민우,NC,2020,2B,0.699,943.2,7.49,0.981,5.58,0.18,0.0,0.0,0.0
정범모,NC,2018,C,0.697,619.2,7.67,0.993,1.07,0.15,0.69,-0.08,0.0
이명기,NC,2019,RF,0.59,433.1,5.68,0.991,6.12,0.04,0.0,0.0,0.8
노진혁,NC,2021,SS,0.574,782.1,5.8,0.973,1.51,1.2,0.0,0.0,0.0
서호철,NC,2022,2B,0.448,496.2,4.28,0.977,3.22,0.38,0.0,0.0,0.0
김기환,NC,2022,CF,0.441,322.1,4.23,0.977,3.94,-0.19,0.0,0.0,0.7
노진혁,NC,2020,SS,0.427,1005.0,4.55,0.981,-1.96,1.22,0.0,0.0,0.0
손시헌,NC,2018,SS,0.397,391.1,4.38,0.986,1.5,0.66,0.0,0.0,0.0
김성욱,NC,2019,CF,0.392,775.0,3.77,0.99,3.18,0.09,0.0,0.0,-0.48
지석훈,NC,2020,3B,0.349,382.2,3.67,0.973,2.61,0.07,0.0,0.0,0.0
김찬형,NC,2019,SS,0.325,372.1,3.14,0.983,0.84,0.56,0.0,0.0,0.0
김태군,NC,2020,C,0.324,335.1,3.43,0.991,0.49,-0.12,0.19,-0.18,0.0
김준완,NC,2020,RF,0.321,176.0,3.37,1.0,0.63,0.1,0.0,0.0,3.22
박준영,NC,2021,3B,0.319,697.2,3.18,0.965,0.19,0.62,0.0,0.0,0.0
손시헌,NC,2019,SS,0.316,344.1,3.05,0.974,1.25,0.09,0.0,0.0,0.0
박민우,NC,2022,2B,0.298,840.0,2.88,0.982,0.86,0.63,0.0,0.0,0.0
김성욱,NC,2020,RF,0.298,472.1,3.13,1.0,2.93,0.27,0.0,0.0,1.81
나성범,NC,2018,RF,0.294,1220.0,3.32,0.99,5.06,0.15,0.0,0.0,5.19
김형준,NC,2019,C,0.268,286.2,2.58,0.996,-0.38,0.18,0.81,-0.4,0.0
노진혁,NC,2018,3B,0.251,913.2,2.8,0.96,-0.37,-0.25,0.0,0.0,0.0
박석민,NC,2021,3B,0.25,330.2,2.52,0.932,2.52,-0.57,0.0,0.0,0.0
양의지,NC,2021,C,0.241,302.1,2.48,0.989,-0.16,-0.15,0.64,-0.52,0.0
김기환,NC,2021,LF,0.235,321.0,2.33,0.974,4.47,-0.25,0.0,0.0,-0.26
김응민,NC,2022,C,0.233,179.2,2.2,0.995,0.25,0.06,0.84,-0.41,0.0
이종욱,NC,2018,LF,0.231,257.1,2.52,1.0,1.39,0.2,0.0,0.0,2.05
박대온,NC,2022,C,0.213,338.1,2.02,0.994,-0.71,0.09,0.19,-0.31,0.0
김형준,NC,2020,C,0.2,164.1,2.13,0.994,0.41,0.03,0.49,-0.3,0.0
김찬형,NC,2018,SS,0.189,368.2,2.09,0.972,0.23,0.14,0.0,0.0,0.0
알테어,NC,2021,CF,0.172,1078.2,1.76,0.994,2.54,0.11,0.0,0.0,-2.78
김형준,NC,2018,C,0.149,254.2,1.65,0.979,0.74,-0.61,0.24,-1.13,0.0
김태군,NC,2019,C,0.147,71.1,1.41,1.0,0.0,0.09,0.65,0.08,0.0
도태훈,NC,2018,2B,0.14,87.0,1.55,0.981,1.33,0.04,0.0,0.0,0.0
박석민,NC,2020,3B,0.137,825.2,1.47,0.939,0.22,-0.27,0.0,0.0,0.0
정범모,NC,2019,C,0.127,103.0,1.22,0.99,0.08,-0.06,0.28,0.07,0.0
김주원,NC,2021,SS,0.125,467.2,1.26,0.952,0.01,-0.75,0.0,0.0,0.0
도태훈,NC,2022,3B,0.124,396.0,1.19,0.984,1.82,0.19,0.0,0.0,0.0
지석훈,NC,2021,2B,0.121,114.0,1.21,0.982,0.76,0.15,0.0,0.0,0.0
윤여운,NC,2018,C,0.111,214.1,1.23,0.989,0.17,-0.07,0.15,-1.05,0.0
김한별,NC,2022,SS,0.11,78.2,1.05,0.895,1.17,-0.49,0.0,0.0,0.0
박석민,NC,2018,3B,0.106,189.0,1.19,0.925,1.09,-0.27,0.0,0.0,0.0
도태훈,NC,2020,3B,0.087,35.0,0.91,1.0,0.77,0.1,0.0,0.0,0.0
윤병호,NC,2018,CF,0.086,86.1,0.94,0.958,0.39,-0.14,0.0,0.0,0.82
박광열,NC,2018,C,0.078,88.1,0.87,0.987,0.13,-0.06,0.21,-0.25,0.0
이재율,NC,2020,CF,0.074,31.0,0.79,1.0,0.62,0.02,0.0,0.0,0.19
박대온,NC,2021,C,0.071,234.2,0.71,0.991,-0.2,-0.05,-0.65,-0.39,0.0
윤형준,NC,2022,1B,0.068,121.0,0.65,1.0,1.4,0.23,0.0,0.0,0.0
최정원,NC,2021,2B,0.067,473.0,0.67,0.971,0.2,-0.21,0.0,0.0,-0.02
이재율,NC,2021,LF,0.055,43.0,0.55,1.0,0.87,0.02,0.0,0.0,-0.23
이우성,NC,2019,LF,0.052,116.2,0.5,1.0,0.55,0.06,0.0,0.0,0.47
박민우,NC,2021,2B,0.049,384.0,0.49,0.986,-0.57,0.4,0.0,0.0,0.0
스몰린스키,NC,2019,RF,0.046,455.2,0.45,0.979,0.85,-0.24,0.0,0.0,2.09
노진혁,NC,2022,3B,0.03,906.2,0.29,0.95,-2.63,-0.07,0.0,0.0,0.0
김민수,NC,2021,3B,0.025,17.0,0.25,1.0,0.17,0.05,0.0,0.0,0.0
지석훈,NC,2019,3B,0.023,397.0,0.22,0.97,-0.9,0.13,0.0,0.0,0.0
이상호,NC,2018,2B,0.023,360.0,0.26,0.989,-0.87,0.56,0.0,0.0,0.04
서호철,NC,2020,3B,0.018,10.0,0.18,1.0,0.13,0.03,0.0,0.0,0.0
박석민,NC,2022,3B,0.018,78.0,0.17,0.951,0.52,-0.2,0.0,0.0,0.0
신진호,NC,2018,C,0.018,73.0,0.2,0.967,0.14,-0.29,-0.08,-0.26,0.0
김태진,NC,2020,3B,0.017,183.0,0.16,0.968,-0.14,0.07,0.0,0.0,0.01
김기환,NC,2020,LF,0.016,5.0,0.17,1.0,0.17,0.0,0.0,0.0,0.03
권희동,NC,2020,RF,0.013,784.1,0.13,0.99,0.8,0.06,0.0,0.0,3.5
김종민,NC,2018,C,0.012,13.0,0.13,1.0,0.0,0.02,-0.07,0.06,0.0
이재용,NC,2022,C,0.01,15.0,0.1,0.933,0.0,-0.18,0.29,-0.14,0.0
최우재,NC,2021,LF,0.006,2.0,0.06,1.0,0.07,0.0,0.0,0.0,-0.0
정진기,NC,2022,CF,0.006,115.0,0.06,1.0,0.47,0.08,0.0,0.0,-0.26
조원빈,NC,2018,SS,0.004,2.0,0.05,1.0,0.03,0.01,0.0,0.0,0.0
오장한,NC,2021,RF,0.004,2.0,0.04,1.0,0.07,0.0,0.0,0.0,-0.02
정범모,NC,2021,C,0.003,53.2,0.03,1.0,-0.4,0.08,-0.12,0.02,0.0
김건태,NC,2019,DH,0.002,9.1,0.02,1.0,-0.0,0.02,0.0,0.0,0.0
전민수,NC,2022,LF,0.001,12.0,0.01,1.0,-0.32,0.01,0.0,0.0,0.37
오태양,NC,2021,2B,0.0,1.0,0.0,1.0,-0.0,0.0,0.0,0.0,0.0
강진성,NC,2018,LF,-0.001,137.0,-0.01,1.0,0.95,0.11,0.0,0.0,-0.41
유영준,NC,2020,2B,-0.005,10.0,-0.05,1.0,-0.1,0.03,0.0,0.0,0.0
윤수강,NC,2020,C,-0.006,5.0,-0.06,1.0,0.0,0.01,0.0,-0.11,0.0
박헌욱,NC,2019,CF,-0.006,27.0,-0.06,1.0,-0.36,0.02,0.0,0.0,0.32
정범모,NC,2022,C,-0.007,17.0,-0.07,1.0,0.0,0.02,-0.24,0.0,0.0
최정원,NC,2020,2B,-0.008,100.0,-0.08,0.954,0.02,-0.2,0.0,0.0,0.03
오태양,NC,2022,CF,-0.009,8.0,-0.09,1.0,-0.16,0.01,0.0,0.0,0.04
김수윤,NC,2022,1B,-0.012,41.0,-0.12,0.958,0.14,-0.1,0.0,0.0,0.0
윤여운,NC,2019,C,-0.012,6.0,-0.12,0.8,0.0,-0.19,0.0,0.02,0.0
알테어,NC,2020,CF,-0.014,1094.2,-0.15,0.994,-1.0,0.13,0.0,0.0,-1.3
이재율,NC,2018,LF,-0.02,91.0,-0.22,1.0,0.91,0.07,0.0,0.0,-0.91
최보성,NC,2021,3B,-0.02,34.0,-0.2,0.818,0.03,-0.29,0.0,0.0,0.0
유영준,NC,2019,1B,-0.021,10.0,-0.19,1.0,-0.15,0.02,0.0,0.0,0.0
김준완,NC,2021,CF,-0.022,30.0,-0.22,1.0,0.14,0.02,0.0,0.0,-0.32
나성범,NC,2019,CF,-0.024,201.2,-0.24,1.0,0.32,0.13,0.0,0.0,-0.76
이우성,NC,2018,LF,-0.03,267.1,-0.33,0.942,2.58,-0.59,0.0,0.0,-0.83
모창민,NC,2021,1B,-0.031,16.0,-0.3,1.0,-0.2,0.03,0.0,0.0,0.0
김진형,NC,2019,1B,-0.037,39.0,-0.35,1.0,-0.1,0.07,0.0,0.0,0.0
최준석,NC,2018,1B,-0.041,12.0,-0.45,1.0,-0.36,0.02,0.0,0.0,0.0
이상호,NC,2020,2B,-0.041,206.1,-0.43,0.992,-0.35,0.27,0.0,0.0,0.0
권희동,NC,2021,LF,-0.046,259.2,-0.47,0.982,-0.33,-0.06,0.0,0.0,1.12
손아섭,NC,2022,RF,-0.056,894.2,-0.54,0.985,6.5,0.12,0.0,0.0,-2.72
박민우,NC,2018,2B,-0.064,827.2,-0.72,0.984,-2.92,0.6,0.0,0.0,0.0
최승민,NC,2019,CF,-0.074,24.1,-0.72,1.0,-0.1,0.02,0.0,0.0,-0.68
권희동,NC,2018,LF,-0.088,777.2,-0.99,1.0,3.14,0.55,0.0,0.0,-2.41
이인혁,NC,2019,RF,-0.094,21.0,-0.92,1.0,-0.52,0.02,0.0,0.0,-0.34
박준영,NC,2020,SS,-0.099,104.0,-1.04,0.939,-1.48,-0.09,0.0,0.0,0.0
김준완,NC,2019,RF,-0.124,38.1,-1.2,1.0,-0.87,0.03,0.0,0.0,-0.19
박건우,NC,2022,CF,-0.128,693.2,-1.26,0.982,-2.25,-0.14,0.0,0.0,0.44
강진성,NC,2019,LF,-0.131,135.2,-1.27,0.964,-0.19,-0.12,0.0,0.0,-0.28
지석훈,NC,2018,SS,-0.134,270.1,-1.48,0.964,-2.34,-0.19,0.0,0.0,0.0
김찬형,NC,2021,2B,-0.135,65.1,-1.37,0.972,-1.6,0.01,0.0,0.0,0.0
박헌욱,NC,2018,CF,-0.142,56.0,-1.6,0.909,-1.57,-0.17,0.0,0.0,0.08
도태훈,NC,2021,3B,-0.144,223.2,-1.44,0.963,-1.28,-0.17,0.0,0.0,0.0
최승민,NC,2021,CF,-0.149,98.0,-1.5,1.0,-0.93,0.05,0.0,0.0,-0.48
박석민,NC,2019,3B,-0.156,475.1,-1.53,0.918,-1.49,-0.85,0.0,0.0,0.0
전민수,NC,2021,LF,-0.191,72.0,-1.92,1.0,-0.57,0.03,0.0,0.0,-1.01
천재환,NC,2022,CF,-0.192,80.1,-1.85,1.0,-1.4,0.06,0.0,0.0,-0.39
김태진,NC,2018,3B,-0.199,53.1,-2.25,0.786,-1.95,-0.46,0.0,0.0,0.11
이원재,NC,2020,1B,-0.206,283.1,-2.18,0.996,0.13,0.25,0.0,0.0,0.0
나성범,NC,2020,RF,-0.214,379.2,-2.33,1.0,-0.88,0.23,0.0,0.0,0.45
이원재,NC,2018,LF,-0.215,159.2,-2.41,0.973,-0.75,-0.22,0.0,0.0,-0.38
최승민,NC,2022,CF,-0.226,94.2,-2.19,0.95,-2.28,-0.14,0.0,0.0,0.12
모창민,NC,2020,1B,-0.226,147.2,-2.4,0.985,-0.9,-0.17,0.0,0.0,0.0
이명기,NC,2020,LF,-0.262,875.0,-2.78,0.995,-0.3,0.29,0.0,0.0,1.87
권희동,NC,2022,CF,-0.267,482.1,-2.57,0.975,-0.28,-0.27,0.0,0.0,-1.03
윤형준,NC,2021,1B,-0.269,103.0,-2.71,0.942,-0.81,-1.01,0.0,0.0,0.0
이원재,NC,2021,1B,-0.276,133.0,-2.75,0.983,-1.47,-0.16,0.0,0.0,-0.0
정현,NC,2021,2B,-0.289,239.2,-2.9,0.979,-3.58,0.26,0.0,0.0,0.0
박준영,NC,2022,3B,-0.305,503.1,-2.95,0.926,-3.25,-0.97,0.0,0.0,0.0
권희동,NC,2019,RF,-0.39,785.1,-3.78,0.976,-0.36,-0.25,0.0,0.0,0.68
나성범,NC,2021,RF,-0.394,1071.2,-4.0,0.979,0.34,-0.29,0.0,0.0,1.55
정진기,NC,2021,LF,-0.416,385.1,-4.21,0.989,-3.04,-0.01,0.0,0.0,0.38
모창민,NC,2019,1B,-0.479,545.0,-4.69,0.991,-0.09,-0.03,0.0,0.0,0.0
모창민,NC,2018,3B,-0.505,566.0,-5.66,0.971,-3.74,-0.47,0.0,0.0,0.0
이상호,NC,2019,2B,-0.551,523.0,-5.31,0.985,-4.11,0.14,0.0,0.0,-0.41
베탄코트,NC,2019,RF,-0.582,386.1,-5.66,0.961,-2.77,-1.5,0.47,-0.16,-0.55
강진성,NC,2020,1B,-0.585,825.2,-6.23,0.994,1.05,0.47,0.0,0.0,-0.32
오영수,NC,2022,1B,-0.592,554.2,-5.7,0.993,-1.31,0.26,0.0,0.0,-0.08
이명기,NC,2021,LF,-0.616,380.0,-6.28,0.988,-5.72,-0.03,0.0,0.0,1.46
김찬형,NC,2020,SS,-0.662,195.2,-7.09,0.896,-6.61,-1.41,0.0,0.0,0.0
이명기,NC,2022,LF,-0.742,550.0,-7.15,0.964,-2.92,-0.44,0.0,0.0,-1.46
이원재,NC,2019,1B,-0.86,528.2,-8.33,0.99,-5.21,-0.06,0.0,0.0,0.8
스크럭스,NC,2018,1B,-1.047,962.2,-11.72,0.987,-1.75,-0.86,0.0,0.0,0.13
강진성,NC,2021,1B,-1.277,971.1,-12.81,0.986,-3.69,-0.77,0.0,0.0,-0.0
마티니,NC,2022,LF,-1.301,1006.1,-12.8,0.976,-5.19,-1.23,0.0,0.0,0.05
김하성,히어로즈,2018,SS,1.388,1103.2,15.5,0.979,8.35,0.93,0.0,0.0,0.0
김혜성,히어로즈,2022,2B,1.32,1085.2,12.85,0.984,10.32,0.7,0.0,0.0,0.0
이정후,히어로즈,2022,CF,1.223,1155.1,12.18,0.994,4.79,0.35,0.0,0.0,5.06
송성문,히어로즈,2022,3B,1.12,1220.0,10.74,0.958,8.13,0.62,0.0,0.0,0.0
박동원,히어로즈,2022,C,1.017,866.0,9.84,0.994,0.08,0.27,1.51,0.8,0.0
이지영,히어로즈,2022,C,0.945,994.2,9.06,0.988,-0.36,-0.75,1.0,0.98,0.0
김혜성,히어로즈,2019,2B,0.924,890.1,8.93,0.97,6.62,-0.58,0.0,0.0,0.0
임병욱,히어로즈,2019,CF,0.91,904.2,8.7,0.985,2.45,-0.23,0.0,0.0,5.0
김혜성,히어로즈,2020,2B,0.863,1114.1,9.14,0.983,5.48,0.53,0.0,0.0,2.06
김하성,히어로즈,2020,SS,0.833,1104.1,9.02,0.96,4.87,-0.66,0.0,0.0,0.0
송성문,히어로즈,2021,3B,0.783,535.2,7.79,0.975,6.95,0.12,0.0,0.0,0.0
박동원,히어로즈,2019,C,0.743,608.0,7.24,0.998,0.39,0.6,0.51,0.66,0.0
이지영,히어로즈,2019,C,0.622,605.0,5.99,0.994,0.01,0.2,0.41,0.39,0.0
박동원,히어로즈,2020,C,0.574,641.1,6.1,0.988,0.25,-0.29,-0.15,0.44,0.0
김혜성,히어로즈,2018,2B,0.543,1023.0,6.02,0.974,3.66,-0.36,0.0,0.0,0.0
박동원,히어로즈,2021,C,0.533,560.1,5.39,0.989,0.3,-0.17,0.01,0.38,0.0
이지영,히어로즈,2021,C,0.483,505.0,4.82,0.993,0.19,0.15,-0.14,0.3,0.0
송성문,히어로즈,2019,3B,0.451,659.0,4.31,0.971,2.96,0.32,0.0,0.0,0.0
주효상,히어로즈,2018,C,0.43,366.2,4.75,0.994,0.31,0.16,0.35,0.46,0.0
전병우,히어로즈,2020,3B,0.427,864.1,4.49,0.976,3.75,0.61,0.0,0.0,0.0
김재현,히어로즈,2018,C,0.413,625.0,4.57,0.993,-1.83,0.16,-0.16,0.47,0.0
이지영,히어로즈,2020,C,0.388,440.2,4.11,0.99,-0.02,-0.17,-0.03,0.33,0.0
김웅빈,히어로즈,2021,3B,0.386,362.2,3.86,0.965,2.91,0.33,0.0,0.0,0.0
서건창,히어로즈,2020,2B,0.382,440.2,4.07,0.989,2.84,0.42,0.0,0.0,0.0
변상권,히어로즈,2021,LF,0.373,372.2,3.7,1.0,5.02,0.17,0.0,0.0,0.32
박동원,히어로즈,2018,C,0.366,285.1,4.06,0.992,0.15,0.04,0.95,0.21,0.0
이정후,히어로즈,2020,RF,0.34,1094.1,3.66,0.989,6.23,0.02,0.0,0.0,1.37
김혜성,히어로즈,2021,SS,0.336,1187.2,3.41,0.95,0.98,-2.79,0.0,0.0,0.0
송성문,히어로즈,2018,2B,0.304,468.1,3.41,0.979,2.32,0.27,0.0,0.0,0.0
서건창,히어로즈,2021,2B,0.28,1037.1,2.82,0.986,-0.07,1.1,0.0,0.0,0.0
예진원,히어로즈,2021,CF,0.259,303.2,2.55,1.0,3.22,0.15,0.0,0.0,-0.3
이정후,히어로즈,2021,CF,0.258,964.2,2.67,0.989,-2.23,-0.14,0.0,0.0,3.33
임병욱,히어로즈,2020,CF,0.223,91.0,2.35,0.957,1.3,-0.16,0.0,0.0,1.04
박정음,히어로즈,2021,LF,0.211,82.0,2.12,1.0,3.07,0.04,0.0,0.0,-0.76
장영석,히어로즈,2019,3B,0.209,732.1,2.01,0.971,3.14,-0.15,0.0,0.0,0.0
김규민,히어로즈,2019,LF,0.2,520.0,1.93,0.992,2.84,0.07,0.0,0.0,1.54
주효상,히어로즈,2020,C,0.199,191.1,2.1,0.977,0.21,-0.53,0.48,0.21,0.0
임병욱,히어로즈,2018,CF,0.149,911.2,1.66,0.979,1.45,-0.51,0.0,0.0,-1.02
김재현,히어로즈,2022,C,0.146,217.1,1.4,0.977,0.44,-0.48,-0.08,-0.26,0.0
임지열,히어로즈,2021,LF,0.144,55.0,1.42,1.0,1.04,0.03,0.0,0.0,0.63
김재현,히어로즈,2021,C,0.139,139.0,1.39,0.99,0.44,0.01,-0.14,-0.11,0.0
허정협,히어로즈,2021,LF,0.13,68.0,1.28,1.0,1.66,0.03,0.0,0.0,-0.06
김민성,히어로즈,2018,3B,0.128,908.2,1.43,0.972,-1.47,1.16,0.0,0.0,0.0
예진원,히어로즈,2022,LF,0.076,30.0,0.73,1.0,0.86,0.02,0.0,0.0,-0.03
문찬종,히어로즈,2021,2B,0.066,39.1,0.66,1.0,0.48,0.11,0.0,0.0,0.0
김은성,히어로즈,2020,2B,0.063,22.0,0.67,1.0,0.57,0.06,0.0,0.0,0.0
신준우,히어로즈,2022,SS,0.058,212.1,0.56,0.983,-0.86,0.42,0.0,0.0,0.0
박동원,히어로즈,2022,C,0.058,48.0,0.56,0.976,0.16,-0.13,-0.06,0.19,0.0
