name,number,birth,position,height/weight,career,down_payment,salary,rank,year,image,team
 장시환,No.28,1987년 11월 01일,투수(우투우타),184cm/97kg, 태안초-태안중-북일고-현대-히어로즈-상무-히어로즈-KT-롯데,18000만원,28000만원,07 현대 2차 1라운드 2순위,07현대,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/77318.jpg,한화
 장원준,No.28,1985년 07월 31일,투수(좌투좌타),184cm/85kg, 부산수영초-대동중-부산고-(영남사이버대)-롯데-경찰-롯데,35000만원,5000만원,04 롯데 1차,04롯데,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/74513.jpg,두산
 장재영,No.61,2002년 05월 10일,투수(우투우타),188cm/83kg, 갈산초-서울신월중-덕수고,90000만원,3200만원,21 키움 1차,21키움,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/51359.jpg,키움
 장준원,No.3,1995년 11월 21일,내야수(우투우타),183cm/77kg, 경운초(김해리틀)-개성중-경남고-LG,10000만원,5000만원,14 LG 2차 2라운드 23순위,14LG,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/64115.jpg,KT
 장진혁,No.51,1993년 09월 30일,외야수(우투좌타),184cm/90kg, 광주화정초-충장중-광주제일고-단국대,7000만원,6000만원,16 한화 2차 4라운드 39순위,18한화,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/66706.jpg,한화
 장현식,No.50,1995년 02월 24일,투수(우투우타),181cm/91kg, 신도초-서울이수중-서울고-NC-경찰-NC,15000만원,19000만원,13 NC 1라운드 9순위,13NC,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/63950.jpg,KIA
 전병우,No.13,1992년 10월 24일,내야수(우투우타),182cm/93kg, 동삼초-경남중-개성고-동아대-롯데,9000만원,8000만원,15 롯데 2차 3라운드 28순위,18롯데,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/65586.jpg,키움
 전상현,No.51,1996년 04월 18일,투수(우투우타),182cm/84kg, 남도초-경복중-대구상원고-KIA-상무,7000만원,13500만원,16 KIA 2차 4라운드 38순위,16KIA,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/66609.jpg,KIA
 전준우,No.8,1986년 02월 25일,내야수(우투우타),184cm/98kg, 흥무초-경주중-경주고-건국대-롯데-경찰,10000만원,50000만원,08 롯데 2차 2라운드 15순위,08롯데,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/78513.jpg,롯데
 정보근,No.42,1999년 08월 31일,포수(우투우타),175cm/94kg, 부산수영초-경남중-경남고,3000만원,5900만원,18 롯데 2차 9라운드 83순위,19롯데,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/68518.jpg,롯데
 정수빈,No.31,1990년 10월 07일,외야수(좌투좌타),175cm/70kg, 수원신곡초-수원북중-유신고-두산-경찰,6000만원,60000만원,09 두산 2차 5라운드 39순위,09두산,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/79231.jpg,두산
 정우람,No.57,1985년 06월 01일,투수(좌투좌타),181cm/83kg, 하단초-대동중-경남상고-SK,8500만원,50000만원,04 SK 2차 2라운드 11순위,04SK,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/74857.jpg,한화
 정우영,No.18,1999년 08월 19일,투수(우언우타),193cm/85kg, 가평초-강남중-서울고,10000만원,40000만원,19 LG 2차 2라운드 15순위,19LG,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/69159.jpg,LG
 정은원,No.43,2000년 01월 17일,내야수(우투좌타),177cm/84kg, 상인천초-상인천중-인천고,9000만원,21800만원,18 한화 2차 3라운드 24순위,18한화,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/68743.jpg,한화
 정주현,No.7,1990년 10월 13일,내야수(우투우타),176cm/76kg, 대구대현초-경상중-대구고-LG-상무,6000만원,6500만원,09 LG 2차 5라운드 36순위,09LG,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/79150.jpg,LG
 정철원,No.65,1999년 03월 27일,투수(우투우타),192cm/95kg, 역북초-송전중-안산공고,10000만원,10000만원,18 두산 2차 2라운드 20순위,18두산,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/68242.jpg,두산
 정해영,No.62,2001년 08월 23일,투수(우투우타),189cm/98kg, 광주대성초-광주동성중-광주제일고,20000만원,23000만원,20 KIA 1차,20KIA,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/50662.jpg,KIA
 정훈,No.9,1987년 07월 18일,내야수(우투우타),180cm/85kg, 양덕초-마산동중-용마고,,30000만원,06 현대 육성선수,10롯데,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/60523.jpg,롯데
 조수행,No.51,1993년 08월 30일,외야수(우투좌타),178cm/73kg, 노암초-경포중-강릉고-건국대-두산-상무,14000만원,7800만원,16 두산 2차 1라운드 5순위,16두산,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/66209.jpg,두산
 조용호,No.23,1989년 09월 09일,외야수(우투좌타),170cm/75kg, 성동초-잠신중-야탑고-단국대-SK,,32000만원,14 SK 육성선수,17SK,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/64868.jpg,KT
 조이현,No.54,1995년 06월 27일,투수(우투좌타),185cm/95kg, 송정동초-배재중-제주고-한화-SK-상무-SK-SSG,7000만원,6500만원,14 한화 2차 5라운드 47순위,14한화,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/64768.jpg,KT
 조현진,No.94,2002년 09월 10일,내야수(우투좌타),182cm/69kg, 아라초(함안리틀)-창원신월중-마산고,5000만원,3000만원,21 한화 2차 6라운드 52순위,23NC,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/51701.jpg,NC
 조형우,No.32,2002년 04월 04일,포수(우투우타),187cm/95kg, 송정동초-무등중-광주제일고-SK,13000만원,3200만원,21 SK 2차 1라운드 8순위,21SK,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/51865.jpg,SSG
 주권,No.38,1995년 05월 31일,투수(우투우타),181cm/82kg, 청주우암초-청주중-청주고,30000만원,29500만원,15 KT 우선지명,15KT,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/65060.jpg,KT
 주승우,No.30,2000년 01월 30일,투수(우투우타),185cm/82kg, 송추초(의정부리틀)-영동중-서울고-성균관대,18000만원,3100만원,22 키움 1차,22키움,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/52330.jpg,키움
 주현상,No.66,1992년 08월 10일,투수(우투우타),177cm/92kg, 청주우암초-청주중-청주고-동아대,5000만원,5800만원,15 한화 2차 7라운드 64순위,15한화,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/65707.jpg,한화
 진승현,No.26,2003년 09월 05일,투수(우투좌타),184cm/108kg, 본리초-협성경복중-경북고,12000만원,3200만원,22 롯데 2차 2라운드 14순위,22롯데,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/52558.jpg,롯데
 채은성,No.22,1990년 02월 06일,외야수(우투우타),186cm/92kg, 순천북초-순천이수중-효천고-LG,,180000만원,09 LG 육성선수,14LG,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/79192.jpg,한화
 최동환,No.13,1989년 09월 19일,투수(우투우타),184cm/83kg, 인헌초-선린중-경동고,12000만원,10500만원,09 LG 2차 2라운드 13순위,09LG,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/79140.jpg,LG
 최민준,No.67,1999년 06월 11일,투수(우투우타),178cm/83kg, 부산수영초-경남중-경남고-SK-상무-SK,10000만원,13000만원,18 SK 2차 2라운드 15순위,18SK,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/68856.jpg,SSG
 최상민,No.8,1999년 08월 20일,외야수(좌투좌타),178cm/75kg, 석교초-청주중-북일고,,3000만원,18 SK 육성선수,22SSG,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/68805.jpg,SSG
 최성영,No.20,1997년 04월 28일,투수(좌투좌타),180cm/85kg, 영랑초-설악중-설악고-NC-상무,10000만원,7200만원,16 NC 2차 2라운드 13순위,16NC,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/66920.jpg,NC
 최승민,No.62,1996년 07월 01일,외야수(우투좌타),181cm/73kg, 서울학동초-대치중-신일고-상무-NC,,3300만원,15 NC 육성선수,17상무,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/65905.jpg,LG
 최승용,No.64,2001년 05월 11일,투수(좌투좌타),190cm/87kg, 양오초-모가중-소래고,8000만원,6000만원,21 두산 2차 2라운드 20순위,21두산,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/51264.jpg,두산
 최영환,No.45,1992년 02월 20일,투수(우투우타),179cm/93kg, 감천초-대동중-개성고-동아대-(영남사이버대)-한화,15000만원,4000만원,14 한화 2차 1라운드 2순위,14한화,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/64718.jpg,롯데
 최원준,No.16,1997년 03월 23일,외야수(우투좌타),178cm/84kg, 연현초-서울경원중-서울고-KIA-상무,15000만원,22000만원,16 KIA 2차 1라운드 3순위,16KIA,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/66606.jpg,KIA
 최인호,No.41,2000년 01월 30일,외야수(우투좌타),178cm/88kg, 송정동초-광주동성중-포항제철고-한화-상무,6000만원,3800만원,20 한화 2차 6라운드 58순위,20한화,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/50707.jpg,한화
 최재훈,No.13,1989년 08월 27일,포수(우투우타),178cm/94kg, 화곡초-덕수중-덕수고-(방송통신대)-두산-경찰-두산,,80000만원,08 두산 육성선수,08두산,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/78288.jpg,한화
 최정,No.14,1987년 02월 28일,내야수(우투우타),180cm/90kg, 대일초-평촌중-유신고-SK,30000만원,100000만원,05 SK 1차,05SK,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/75847.jpg,SSG
 최정용,No.23,1996년 10월 24일,내야수(우투좌타),178cm/75kg, 서원초-세광중-세광고-삼성-SK-상무,11000만원,4000만원,15 삼성 2차 2라운드 15순위,15삼성,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/65464.jpg,KIA
 최정원,No.33,2000년 06월 24일,내야수(우투좌타),176cm/75kg, 서원초-청주중-청주고-NC-상무,5000만원,6600만원,19 NC 2차 7라운드 67순위,20NC,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/69992.jpg,NC
 최주환,No.53,1988년 02월 28일,내야수(우투좌타),178cm/73kg, 학강초-광주동성중-광주동성고-두산-상무-두산-SK,6000만원,65000만원,06 두산 2차 6라운드 46순위,06두산,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/76267.jpg,SSG
 최준용,No.18,2001년 10월 10일,투수(우투우타),185cm/85kg, 부산수영초-대천중-경남고,25000만원,15800만원,20 롯데 1차,20롯데,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/50556.jpg,롯데
 최지강,No.42,2001년 07월 23일,투수(우투좌타),180cm/88kg, 광주서석초-광주동성중-광주동성고-강릉영동대,,3000만원,22 두산 육성선수,22두산,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/52206.jpg,두산
 최지광,No.16,1998년 03월 13일,투수(우투우타),173cm/88kg, 감천초-대신중-부산고-삼성-상무,13000만원,14000만원,17 삼성 2차 1라운드 9순위,17삼성,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/67421.jpg,삼성
 최지민,No.39,2003년 09월 10일,투수(좌투좌타),185cm/100kg, 강릉율곡초(강릉리틀)-경포중-강릉고,15000만원,3000만원,22 KIA 2차 1라운드 5순위,22KIA,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/52639.jpg,KIA
 최지훈,No.54,1997년 07월 23일,외야수(우투좌타),178cm/82kg, 광주수창초-무등중-광주제일고-동국대-SK,8000만원,30000만원,20 SK 2차 3라운드 30순위,20SK,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/50854.jpg,SSG
 최채흥,No.56,1995년 01월 22일,투수(좌투좌타),186cm/98kg, 동천초-포항중-대구상원고-한양대-삼성-상무,30000만원,15000만원,18 삼성 1차,18삼성,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/68419.jpg,삼성
 최하늘,No.19,1999년 03월 26일,투수(우언우타),190cm/99kg, 서울학동초-자양중-경기고-롯데-상무,5000만원,3600만원,18 롯데 2차 7라운드 63순위,19롯데,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/68501.jpg,삼성
 최항,No.4,1994년 01월 03일,내야수(우투좌타),183cm/88kg, 대일초-매송중-유신고-SK,,3100만원,12 SK 8라운드 70순위,17SK,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/62884.jpg,SSG
 최형우,No.34,1983년 12월 16일,외야수(우투좌타),180cm/106kg, 진북초-전주동중-전주고-삼성-경찰-삼성,5000만원,90000만원,02 삼성 2차 6라운드 48순위,02삼성,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/72443.jpg,KIA
 추신수,No.17,1982년 07월 13일,외야수(좌투좌타),180cm/97kg, 부산수영초-부산중-부산고-SK,,170000만원,07 해외진출선수 특별지명,00시애틀,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/51817.jpg,SSG
 켈리,No.3,1989년 10월 04일,투수(우투우타),191cm/98kg, 미국 Sarasota(고),300000달러,1050000달러,19 LG 자유선발,19LG,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/69103.jpg,LG
 쿠에바스,No.32,1990년 10월 14일,투수(우투우타),188cm/98kg, 베네수엘라 Universidad De Carabobo(대),250000달러,450000달러,19 KT 자유선발,19KT,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/69032.jpg,KT
 태너,No.9,1994년 11월 30일,투수(좌투좌타),184cm/92kg, 미국 The Ohio State(대),,150000달러,23 NC 자유선발,23NC,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/53909.jpg,NC
 파노니,No.45,1994년 04월 28일,투수(좌투좌타),185cm/92kg, 미국 Southern Nevada(대),,350000달러,22 KIA 자유선발,22KIA,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/52606.jpg,KIA
 페냐,No.20,1990년 01월 25일,투수(우투우타),188cm/99kg, 도미니카 Centro de Desarrollo y Crecimiento Credy,100000달러,550000달러,22 한화 자유선발,22한화,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/52720.jpg,한화
 페디,No.13,1993년 02월 25일,투수(우투우타),193cm/92kg," 미국 Nevada, Las Vegas(대)",200000달러,800000달러,23 NC 자유선발,23NC,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/53913.jpg,NC
 피렐라,No.63,1989년 11월 21일,외야수(우투우타),183cm/99kg, 베네수엘라 Manuel Segundo Sanchez(고),100000달러,1200000달러,21 삼성 자유선발,21삼성,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/51463.jpg,삼성
 하영민,No.50,1995년 05월 07일,투수(우투우타),180cm/74kg, 광주수창초-진흥중-진흥고-히어로즈,15000만원,6500만원,14 넥센 2차 1라운드 4순위,14넥센,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/64350.jpg,키움
 하재훈,No.13,1990년 10월 29일,외야수(우투우타),182cm/90kg, 양덕초-마산동중-용마고-SK,,5500만원,19 SK 2차 2라운드 16순위,09시카고컵스,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/69813.jpg,SSG
 하준영,No.39,1999년 09월 06일,투수(좌투좌타),182cm/79kg, 서울이수초-성남중-성남고-KIA,11000만원,7500만원,18 KIA 2차 2라운드 16순위,18KIA,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/68639.jpg,NC
 하준호,No.28,1989년 04월 29일,투수(좌투좌타),174cm/78kg, 하단초-대동중-경남고-롯데,16000만원,4500만원,08 롯데 2차 1라운드 2순위,08롯데,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/78517.jpg,KT
 한동희,No.25,1999년 06월 01일,내야수(우투우타),182cm/108kg, 부산대연초-경남중-경남고,18000만원,19260만원,18 롯데 1차,18롯데,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/68525.jpg,롯데
 한승주,No.59,2001년 03월 17일,투수(우투우타),184cm/83kg, 부산수영초-대천중-부산고,11000만원,3100만원,20 한화 2차 2라운드 18순위,20한화,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/50726.jpg,한화
 한승택,No.26,1994년 06월 21일,포수(우투우타),174cm/83kg, 잠전초(남양주리틀)-잠신중-덕수고-한화-경찰,9000만원,8000만원,13 한화 3라운드 23순위,13한화,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/63722.jpg,KIA
 한유섬,No.35,1989년 08월 09일,외야수(우투좌타),190cm/105kg, 중앙초(해운대리틀)-대천중-경남고-경성대-SK-상무-SK,3000만원,50000만원,12 SK 9라운드 85순위,12SK,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/62895.jpg,SSG
 한재승,No.60,2001년 11월 21일,투수(우투우타),180cm/90kg, 동막초-상인천중-인천고,7000만원,3200만원,21 NC 2차 4라운드 36순위,21NC,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/51994.jpg,NC
 한준수,No.55,1999년 02월 13일,포수(우투좌타),184cm/95kg, 광주서석초-광주동성중-광주동성고,16000만원,3100만원,18 KIA 1차,18KIA,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/68646.jpg,KIA
 한현희,No.16,1993년 06월 25일,투수(우언우타),182cm/98kg, 동삼초-경남중-경남고-히어로즈-키움,23000만원,20000만원,12 넥센 1라운드 2순위,12넥센,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/62363.jpg,롯데
 허경민,No.13,1990년 08월 26일,내야수(우투우타),176cm/69kg, 송정동초-충장중-광주제일고-두산-경찰,13000만원,120000만원,09 두산 2차 1라운드 7순위,09두산,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/79240.jpg,두산
 허관회,No.48,1999년 02월 12일,포수(우투우타),176cm/93kg, 경동초(의정부리틀)-건대부중-경기고,3000만원,3300만원,19 한화 2차 9라운드 83순위,20한화,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/69706.jpg,한화
 허도환,No.30,1984년 07월 31일,포수(우투우타),176cm/87kg, 서울학동초-서울이수중-서울고-단국대-두산-히어로즈-한화-SK-KT,,10000만원,03 두산 2차 7라운드 56순위,07두산,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/77243.jpg,LG
 홍건희,No.17,1992년 09월 29일,투수(우투우타),187cm/97kg, 화순초-화순중-화순고-KIA-상무-KIA,14000만원,30000만원,11 KIA 2라운드 9순위,11KIA,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/61643.jpg,두산
 홍정우,No.11,1996년 03월 16일,투수(우투우타),182cm/85kg, 도신초-강남중-충암고-경찰,8000만원,6300만원,15 삼성 2차 4라운드 35순위,16경찰,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/65496.jpg,삼성
 홍창기,No.51,1993년 11월 21일,외야수(우투좌타),189cm/94kg, 대일초-매송중-안산공고-건국대-LG-경찰,8000만원,30000만원,16 LG 2차 3라운드 27순위,16LG,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/66108.jpg,LG
 황대인,No.52,1996년 02월 10일,내야수(우투우타),178cm/100kg, 군산신풍초-자양중-경기고-KIA-상무,16000만원,13000만원,15 KIA 2차 1라운드 2순위,15KIA,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/65610.jpg,KIA
 황동하,No.10,2002년 07월 30일,투수(우투우타),183cm/96kg, 전주진북초-전라중-인상고,4000만원,3000만원,22 KIA 2차 7라운드 65순위,23KIA,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/52641.jpg,KIA
 황성빈,No.1,1997년 12월 19일,외야수(우투좌타),172cm/76kg, 관산초-안산중앙중-소래고-경남대,7000만원,7200만원,20 롯데 2차 5라운드 44순위,22롯데,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/50500.jpg,롯데
 황재균,No.10,1987년 07월 28일,내야수(우투우타),183cm/96kg, 사당초-서울이수중-경기고-현대-히어로즈-롯데-샌프란시스코,6000만원,100000만원,06 현대 2차 3라운드 24순위,06현대,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/76313.jpg,KT
 후라도,No.75,1996년 01월 30일,투수(우투우타),188cm/109kg, 파나마 San Judas Tadeo(고),,850000달러,23 키움 자유선발,23키움,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/53375.jpg,키움
